la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr,defect
62,28,1,1,0.0,7.0,6.876944444444444,8.0,0,1.0,190.34408564814817,1.0,30.0,314.0,0.0034133450781766,0.0346839903105042,False
57,4,6,2,0.8727827002416606,8.0,25.999108796296298,21.0,0,42.0,51.37191550925926,2.0,40.0,1322.0,0.0037767133382461,0.1218680913780397,False
2,0,2,1,1.0,1.0,0.7400000000000001,2.0,0,2.0,134.07641203703704,2.0,1115.0,362.0,0.1228533685601056,0.0399603698811096,False
4,4,2,1,1.0,1.0,0.7401157407407407,4.0,0,6.0,21.996765046296293,3.0,1116.0,558.0,0.1229499174463401,0.0615299944964226,False
1,1,1,1,0.0,1.0,0.7401967592592592,2.0,0,3.0,190.41337962962962,2.0,17.0,33.0,0.0434782608695652,0.0821256038647343,False
8,7,2,1,0.5665095065529053,1.0,4.555960648148148,5.0,0,6.0,22.453333333333333,3.0,407.0,175.0,0.1016442451420029,0.0438465371200797,False
2,1,1,1,0.0,1.0,0.3111689814814815,1.0,0,3.0,190.42409722222223,2.0,18.0,29.0,0.0457831325301204,0.072289156626506,False
52,52,1,1,0.9487358203231498,2.0,0.9712731481481481,4.0,0,4.0,70.08152165032679,1.0,1117.0,315.0,0.1230464450803433,0.0347787805414924,False
1,1,1,1,0.0,1.0,0.13815972222222223,1.0,0,23.0,6.323900462962963,2.0,383.0,1412.0,0.0422581710135358,0.15549686365137,False
10,10,2,1,0.9709505944546686,1.0,0.27608796296296295,1.0,0,4.0,113.33495949074074,2.0,1119.0,1772.0,0.1232394366197183,0.1950924295774647,False
1,1,1,1,0.0,1.0,0.07968750000000001,1.0,0,1.0,190.40817129629627,2.0,1120.0,1414.0,0.1233359005391132,0.1556826933656067,False
1,1,1,1,0.0,1.0,0.7682523148148147,1.0,0,2.0,102.9070138888889,2.0,1121.0,1355.0,0.1234323432343234,0.1491749174917492,False
21,0,2,2,0.9795133470694152,3.0,7.942534722222223,9.0,0,16.0,1.8817939814814817,2.0,227.0,1380.0,0.0209848136217211,0.1271053842613898,False
3,1,1,1,0.0,4.0,5.240532407407407,5.0,0,7.0,70.31140046296296,2.0,1123.0,1435.0,0.1236251649802023,0.157941047074351,False
3,0,1,1,0.0,1.0,1.1534837962962963,1.0,0,7.0,8.196643518518519,2.0,285.0,306.0,0.0314527658638513,0.0337622346860222,False
1,1,1,1,0.0,2.0,1.1336689814814815,1.0,0,7.0,0.021215277777777777,2.0,286.0,297.0,0.0315592698482515,0.03276885858808,False
9,0,1,1,0.0,1.0,0.6364120370370371,2.0,0,1.0,190.6304282407407,1.0,24.0,287.0,0.0027487630566245,0.0316657504123144,False
14,8,1,1,0.0,1.0,0.0933449074074074,1.0,0,11.0,139.39149305555557,2.0,297.0,338.0,0.074203187250996,0.0844123505976095,False
20,16,1,1,0.0,1.0,1.3478356481481482,1.0,0,5.0,5.417002314814815,2.0,190.0,730.0,0.0209982409850483,0.0803649956024626,False
5,138,18,3,0.1577639487935462,2.0,0.2386689814814815,3.0,0,5.0,24.895222001763667,2.0,7.0,43.0,0.0187793427230046,0.1032863849765258,False
141,136,5,1,0.8540833666035044,3.0,1.1604976851851851,1.0,0,49.0,1.0020852102102102,2.0,191.0,507.0,0.0211058590744201,0.0558425854677366,False
3,0,1,1,0.0,1.0,0.08243055555555555,1.0,0,3.0,100.87753472222222,2.0,153.0,423.0,0.038337067463281,0.1055514065222803,False
20,2,2,2,0.8508642289005679,1.0,0.9696412037037038,2.0,0,10.0,70.52796296296296,3.0,147.0,2148.0,0.0136104469376494,0.1976273680338422,False
8,9,1,1,0.0,6.0,1.269837962962963,8.0,0,23.0,5.570810185185185,3.0,11.0,949.0,0.0013188262446422,0.1044070777008462,False
0,6,1,1,0.0,3.0,0.3603472222222222,4.0,0,4.0,0.9043749999999999,1.0,4.0,74.0,0.0005494505494505,0.0082417582417582,False
58,0,4,2,0.9269374741364568,5.0,176.1995486111111,16.0,0,9.0,37.06863657407408,3.0,107.0,1732.0,0.0099292084214397,0.1593270203181024,False
1,1,1,1,0.0,1.0,0.6054282407407408,2.0,0,7.0,0.5266666666666667,2.0,289.0,300.0,0.031861129422105,0.0330696550208745,False
22,0,1,1,0.5746356978376794,1.0,0.8026157407407407,6.0,0,15.0,1.7395486111111111,3.0,67.0,1038.0,0.0074700648137976,0.1141381961990552,True
5,1,1,1,0.6500224216483541,5.0,5.364745370370371,7.0,0,6.0,6.864444444444445,3.0,148.0,188.0,0.016366432337434,0.0207601054481546,False
15,5,1,1,0.8812908992306927,1.0,0.41216435185185185,1.0,0,3.0,3.4423958333333338,2.0,149.0,189.0,0.0164744645799011,0.0208676551345414,False
75,49,1,1,0.0,1.0,0.4847337962962963,1.0,0,4.0,58.20751157407407,2.0,257.0,566.0,0.0641791044776119,0.141044776119403,False
250,138,1,1,0.8968619663962238,8.0,27.124120370370367,7.0,0,11.0,5.85144675925926,2.0,8.0,128.0,0.0009883593235229,0.0141664836371623,False
2,1,1,1,0.0,1.0,1.826863425925926,3.0,0,4.0,7.930405092592593,3.0,211.0,214.0,0.9298245614035088,0.9429824561403508,False
1,8,1,1,0.0,1.0,0.4554398148148148,2.0,0,3.0,100.76806712962963,2.0,25.0,1162.0,0.0028549467442626,0.1277039639837487,False
12,19,1,1,0.9811522341999132,2.0,8.490300925925926,10.0,0,21.0,9.850034722222222,3.0,2.0,1121.0,0.0003293807641633,0.1231884057971014,False
5,1,1,1,0.9182958340544896,1.0,0.3925,4.0,0,6.0,38.49799768518518,2.0,114.0,303.0,0.0126248764957734,0.0333735865627401,False
1,0,1,1,0.0,1.0,0.2543518518518519,1.0,0,6.0,14.953877314814816,2.0,316.0,1386.0,0.0347969264544456,0.1522502744237102,False
30,3,1,1,0.8849636363831528,2.0,0.35773148148148143,2.0,0,6.0,61.21017361111111,3.0,788.0,1388.0,0.0865986170563055,0.1524530786960816,False
2,1,1,1,0.0,3.0,1.3270949074074074,9.0,0,8.0,1.9094791666666666,4.0,136.0,280.0,0.0150351185250219,0.030838454784899,False
114,21,3,2,0.7351652901411626,3.0,7.034328703703704,2.0,0,11.0,20.050358796296297,2.0,502.0,586.0,0.0461891643709825,0.053902662993572,False
1,30,1,1,0.0,1.0,1.7798842592592592,3.0,0,38.0,1.0074537037037037,3.0,87.0,98.0,0.2309711286089238,0.2598425196850393,False
1,36,1,1,0.0,2.0,4.17224537037037,2.0,0,38.0,0.0025,2.0,88.0,89.0,0.2329842931937172,0.2356020942408377,False
1,1,1,1,0.0,2.0,3.5880092592592594,13.0,0,38.0,7.080196759259259,4.0,653.0,2844.0,0.0717577353522053,0.3121571209128813,False
1,21,1,1,0.0,1.0,3.9068055555555556,1.0,0,38.0,0.017511574074074072,2.0,89.0,90.0,0.2349869451697128,0.237597911227154,False
0,5,1,1,0.0,1.0,3.9068055555555556,1.0,0,38.0,0.0011689814814814816,2.0,90.0,91.0,0.2369791666666666,0.2395833333333333,False
0,3,1,1,0.0,1.0,3.9068055555555556,2.0,0,38.0,0.006006944444444444,3.0,91.0,92.0,0.2389610389610389,0.2415584415584415,False
11,7,1,1,0.0,2.0,4.265856481481482,5.0,0,38.0,0.002951388888888889,2.0,92.0,93.0,0.2409326424870466,0.2435233160621761,False
41,38,4,1,0.6369623984211942,2.0,18.35502314814815,8.0,0,39.0,22.401518518518518,4.0,1126.0,2120.0,0.1236423477783872,0.2326933625891387,True
36,30,1,1,0.7720624535076387,7.0,22.847650462962964,9.0,0,13.0,13.006491402116401,2.0,1127.0,1230.0,0.1237384817902588,0.135037297060114,False
20,20,2,1,0.8801703607335928,2.0,4.973981481481482,4.0,0,2.0,104.2625,2.0,9.0,28.0,0.0239808153477218,0.0695443645083932,False
0,200,3,1,0.9142897771774162,2.0,5.161122685185185,1.0,0,3.0,13.033379629629628,2.0,10.0,29.0,0.0263157894736842,0.0717703349282296,False
1,1,1,1,0.0,1.0,3.2743055555555554,7.0,0,1.0,37.77708333333333,4.0,0.0,2109.0,0.000109685203466,0.2314357793133706,False
3,1,1,1,0.0,4.0,4.057199074074075,3.0,0,6.0,23.283391203703705,2.0,1128.0,1176.0,0.1238210133801272,0.1290853257293266,False
0,7,1,1,0.0,1.0,4.038784722222222,2.0,0,6.0,0.017766203703703704,2.0,1129.0,1177.0,0.1239170961728259,0.1291808312314946,False
23,29,1,1,0.7357875730422444,4.0,4.64931712962963,10.0,0,4.0,11.630983796296297,2.0,104.0,75.0,0.0115131578947368,0.0083333333333333,False
4,2,3,2,0.7896900821428475,1.0,0.09059027777777778,1.0,0,12.0,6.391747685185185,2.0,148.0,1760.0,0.0136722334373279,0.1615892824371444,False
2,2,1,1,0.0,2.0,0.03712962962962963,2.0,0,2.0,72.30592592592593,1.0,567.0,14.0,0.062267046700285,0.0016443762332821,False
7,7,1,1,0.5916727785823275,1.0,0.15319444444444444,0.0,1,7.0,4.928802083333333,1.0,192.0,192.0,0.0211553217143483,0.0211553217143483,False
1,1,1,1,0.0,2.0,30.586770833333333,4.0,0,1.0,29.056967592592596,1.0,100.0,5.0,0.0110697062691801,0.0006576063130206,False
3,1,1,1,0.0,4.0,4.012557870370371,2.0,0,3.0,176.19813657407406,2.0,573.0,1005.0,0.1426795923440218,0.2500621426795923,False
2,0,1,1,0.0,1.0,1.0102199074074074,1.0,0,4.0,0.004143518518518519,2.0,574.0,1006.0,0.1428926441351888,0.250248508946322,False
88,2,3,2,0.7658298865801078,4.0,6.107662037037037,1.0,0,29.0,1.1557291666666667,2.0,438.0,1001.0,0.0402604548789435,0.0918928833455612,False
8,4,1,1,1.0,1.0,0.0980787037037037,0.0,1,13.0,1.1755555555555557,1.0,193.0,193.0,0.0212579443348674,0.0212579443348674,False
1,2,1,1,0.0,1.0,3.2071180555555556,3.0,0,1.0,18.122372685185187,1.0,294.0,390.0,0.0323216829188123,0.0428399254957817,False
24,8,1,1,0.0,6.0,19.865717592592592,12.0,0,9.0,8.977164351851853,2.0,169.0,1605.0,0.018624014022787,0.1759421560035056,False
1,1,1,1,0.0,1.0,2.790289351851852,6.0,0,9.0,0.03939814814814815,4.0,170.0,2917.0,0.0187315149523496,0.3196407054441888,False
43,7,1,1,0.67674055744897,5.0,5.819189814814815,10.0,0,46.0,4.956785300925926,2.0,171.0,1942.0,0.0188389923329682,0.212814895947426,False
0,3,1,1,0.0,1.0,4.204502314814815,4.0,0,9.0,6.859328703703704,2.0,172.0,1230.0,0.0189464461723798,0.1348154638046216,False
2,2,1,1,1.0,3.0,14.773391203703703,10.0,0,9.0,0.014108796296296295,2.0,173.0,1609.0,0.019053876478318,0.1763031099430573,False
2,2,1,1,0.0,1.0,3.983611111111111,3.0,0,5.0,0.00020833333333333335,2.0,174.0,486.0,0.019161283258513,0.0533231139822621,False
16,12,1,1,0.968672471604345,1.0,0.6025,1.0,0,13.0,8.941851851851853,2.0,1135.0,1790.0,0.1243704839062842,0.1960805780599956,False
2,0,1,1,0.0,1.0,0.6025,3.0,0,14.0,0.03255787037037037,2.0,1136.0,1791.0,0.1244663382594417,0.1961685823754789,False
5,7,1,1,1.0,1.0,2.7065277777777776,6.0,0,8.0,0.9609375,3.0,115.0,1363.0,0.0126970227670753,0.1492994746059544,True
51,1,2,2,0.6095561710067201,6.0,6.274814814814815,13.0,0,44.0,64.1216087962963,1.0,189.0,1257.0,0.0174056430927079,0.1152436790032979,False
9,11,1,1,0.0,1.0,4.163009259259259,5.0,0,6.0,13.165717592592593,1.0,6.0,137.0,0.0007660319544758,0.0151017728168089,False
7,7,7,1,1.0,1.0,0.41629629629629633,2.0,0,15.0,6.8946759259259265,1.0,12.0,322.0,0.0032282095852992,0.0802085920039731,False
1,1,1,1,0.0,1.0,2.6038078703703706,8.0,0,2.0,28.007314814814816,2.0,654.0,1722.0,0.0716708611445453,0.1885326622168727,False
1,1,1,1,0.0,1.0,0.5797222222222222,1.0,0,7.0,0.06384259259259259,2.0,138.0,773.0,0.0152078774617067,0.0846827133479212,False
0,4,1,1,0.0,1.0,2.725011574074074,3.0,0,2.0,192.35238425925925,3.0,114.0,972.0,0.0285501489572989,0.2415590863952333,False
1,1,1,1,0.0,1.0,0.10829861111111111,2.0,0,5.0,0.17805555555555555,1.0,104.0,317.0,0.0114867082376107,0.034788316376764,False
4,0,1,1,0.0,1.0,4.235925925925926,4.0,0,3.0,109.20738425925926,2.0,4.0,155.0,0.0218340611353711,0.6812227074235808,False
3,1,1,1,0.0,1.0,2.8938194444444445,4.0,0,6.0,6.985196759259259,2.0,1.0,1095.0,0.0002187705097352,0.1198862393349376,False
4,0,2,1,0.8112781244591328,3.0,3.007094907407408,5.0,0,14.0,9.36400462962963,2.0,2.0,212.0,0.0130434782608695,0.9260869565217392,False
46,38,2,1,0.8271413345369115,1.0,1.029050925925926,1.0,0,6.0,164.5258487654321,2.0,1138.0,1451.0,0.1245761784972109,0.1588100185934594,False
56,56,1,1,0.4912373418243331,2.0,2.5944907407407407,7.0,0,10.0,32.91023148148148,4.0,1139.0,2613.0,0.1246719160104986,0.2858705161854768,False
4,2,1,1,0.0,1.0,1.1009259259259259,3.0,0,3.0,6.300451388888889,2.0,177.0,1264.0,0.0194641880809185,0.1383269546200109,False
132,132,2,2,0.6586735031871681,2.0,0.44328703703703703,3.0,0,5.0,9.48793788580247,1.0,120.0,94.0,0.0128887942053685,0.0101193012356199,False
15,10,1,1,0.0,1.0,1.191111111111111,2.0,0,7.0,111.79395833333332,1.0,67.0,56.0,0.0168776371308016,0.0141474311243484,False
2,2,1,1,0.0,1.0,20.385613425925925,4.0,0,27.0,18.009363425925926,2.0,406.0,1454.0,0.0444954629933311,0.1590685470646113,False
2,1,1,1,0.0,1.0,0.10292824074074074,2.0,0,9.0,18.92596064814815,1.0,161.0,147.0,0.0401985111662531,0.0367245657568238,False
46,20,1,1,0.0,1.0,0.932175925925926,1.0,0,24.0,3.936099537037037,2.0,194.0,736.0,0.0213161346742457,0.0805640577175338,False
5,0,1,1,0.0,1.0,72.0769675925926,5.0,0,4.0,121.5729861111111,3.0,904.0,914.0,0.224510047134706,0.2269908211361944,False
173,170,1,1,0.7682814090975242,1.0,2.914212962962963,1.0,0,20.0,4.052650462962963,2.0,195.0,424.0,0.0214231063504208,0.0464531642802492,True
54,54,3,1,0.8135153421864321,1.0,1.984363425925926,3.0,0,34.0,1.2312355324074074,3.0,196.0,620.0,0.0215300546448087,0.0678688524590163,False
1,1,1,1,0.0,1.0,0.9321643518518519,1.0,0,7.0,25.871365740740742,2.0,197.0,580.0,0.0216369795650748,0.0634903289258004,False
63,8,1,1,0.0,3.0,2.1545717592592593,2.0,0,14.0,4.187627314814815,2.0,353.0,516.0,0.0386800699300699,0.0564903846153846,False
1,1,1,1,0.0,1.0,0.4131944444444444,5.0,0,14.0,2.8912268518518522,4.0,190.0,2110.0,0.0208674751447612,0.2306347645580684,False
1,1,1,1,0.0,1.0,0.3925462962962963,3.0,0,15.0,4.016354166666667,3.0,95.0,242.0,0.0104872187022066,0.0265457723399606,False
43,1,2,2,0.5746356978376794,2.0,21.178761574074073,9.0,0,7.0,91.84127893518519,2.0,1.0,865.0,0.0001828320687448,0.0791662857665234,False
5,5,1,1,1.0,1.0,0.01724537037037037,3.0,0,4.0,0.5533333333333333,2.0,77.0,136.0,0.0085190039318479,0.014962865880297,False
28,3,2,2,0.9383153522334068,4.0,14.090046296296295,13.0,0,10.0,4.902141203703704,2.0,466.0,466.0,0.0426834841422173,0.0426834841422173,False
15,7,2,2,0.6270793558107531,1.0,1.1878935185185184,3.0,0,15.0,41.541300154320986,2.0,242.0,929.0,0.0222080058490221,0.0849936026320599,False
5,3,1,1,0.954434002924965,1.0,0.3225115740740741,1.0,0,9.0,32.370810185185185,2.0,141.0,518.0,0.0155038759689922,0.0566655748444153,False
2,2,2,1,1.0,1.0,0.6019675925925926,1.0,0,6.0,28.095653935185183,2.0,142.0,519.0,0.0156113537117903,0.056768558951965,False
15,1,2,1,1.0,3.0,1.995451388888889,5.0,0,15.0,71.24597800925926,1.0,28.0,1143.0,0.0031655932758432,0.124877196812575,False
64,2,2,2,0.6282306397208649,6.0,9.059305555555556,16.0,0,18.0,32.231817129629626,1.0,3.0,467.0,0.0003654302941713,0.0427553444180522,False
1,1,1,1,0.0,1.0,0.3009953703703704,3.0,0,10.0,11.562233796296297,3.0,31.0,188.0,0.0034923060133144,0.0206264323911382,False
1,1,1,1,0.0,1.0,0.2951736111111111,6.0,0,1.0,138.67001157407407,3.0,29.0,528.0,0.0032736796158882,0.0577258838934962,False
2,0,1,1,1.0,1.0,0.29443287037037036,3.0,0,9.0,7.96828125,3.0,116.0,285.0,0.0127659574468085,0.0312056737588652,False
939,275,1,1,0.716510350531175,2.0,0.08258101851851853,5.0,0,3.0,0.03634259259259259,2.0,78.0,137.0,0.0086188086406284,0.0150556404102116,False
1,1,1,1,0.0,1.0,2.228287037037037,4.0,0,15.0,53.64489583333333,2.0,3.0,419.0,0.000436347769172,0.0458165157630631,False
0,0,2,1,0.0,5.0,2.252951388888889,6.0,0,4.0,93.67646990740741,1.0,5.0,25.0,0.0666666666666666,0.2888888888888888,False
18,1,2,2,0.6292492238560345,2.0,1.1734953703703703,6.0,0,14.0,11.199097222222221,3.0,469.0,980.0,0.0429145361577794,0.089572680788897,False
1,0,1,1,0.0,5.0,2.1773842592592594,6.0,0,16.0,0.06084490740740741,2.0,4.0,420.0,0.0005453157378121,0.0459155851237866,False
104,3,2,1,0.6522309427655867,8.0,111.97752314814814,13.0,0,1.0,89.04809606481483,3.0,26.0,883.0,0.0029443838604143,0.096401308615049,False
5,60,1,1,0.8325661408796877,5.0,12.781828703703704,7.0,1,3.0,0.10324074074074074,1.0,79.0,79.0,0.0087231490568095,0.0087231490568095,False
17,9,1,1,0.0,2.0,26.835810185185185,7.0,0,9.0,7.138229166666666,3.0,10.0,1555.0,0.0011993022241604,0.1696467509812472,False
1,1,1,1,0.0,1.0,0.17791666666666664,2.0,0,15.0,0.14086805555555557,1.0,30.0,1144.0,0.003379483266107,0.1248228496675024,False
0,217,1,1,0.0,2.0,11.362905092592593,4.0,0,1.0,195.35046296296298,3.0,892.0,1521.0,0.0973403095705254,0.1659036407237846,False
0,5850,2,1,0.8478300655424792,2.0,13.85792824074074,3.0,0,2.0,95.00145833333333,2.0,893.0,800.0,0.0974386920980926,0.0873024523160762,False
3,5,1,1,0.0,1.0,0.8315972222222222,1.0,0,4.0,38.99850694444444,2.0,2.0,24.0,0.0077519379844961,0.0645994832041343,False
47,4,1,1,0.0,2.0,8.90625,5.0,0,9.0,3.210543981481482,1.0,39.0,292.0,0.004359197907585,0.0319311246730601,False
8,8,1,1,0.0,2.0,2.5944907407407407,6.0,0,5.0,195.32240740740738,4.0,1145.0,2622.0,0.1248774109186008,0.2858232537866405,False
24,18,1,1,0.9934472383802028,1.0,0.7815625,3.0,0,6.0,10.887986111111111,2.0,180.0,357.0,0.0197210721290041,0.0390063194595772,False
6,6,1,1,1.0,2.0,11.780983796296297,6.0,0,17.0,96.7834837962963,3.0,1146.0,1722.0,0.1249591458764571,0.1877110796383048,False
63,63,1,1,0.8924038689758502,2.0,2.563912037037037,8.0,0,21.0,56.398608217592596,4.0,1147.0,2625.0,0.1250544662309368,0.2860566448801743,False
50,3,2,2,0.5631028237513912,2.0,36.29131944444445,2.0,0,8.0,57.46425925925926,2.0,470.0,860.0,0.0429548563611491,0.0785225718194254,True
2,2,1,1,0.0,1.0,0.4469212962962963,3.0,0,13.0,0.11791666666666667,4.0,393.0,1723.0,0.0429100413853191,0.1877586582443912,False
307,307,2,1,0.8777841669187377,2.0,2.5180208333333334,6.0,0,8.0,16.084488811728395,4.0,1148.0,2627.0,0.1251225089839921,0.2861809866056844,False
120,96,3,2,0.9474626176536544,1.0,10.310868055555556,5.0,0,13.0,0.010497685185185186,2.0,1269.0,1385.0,0.1157913931436907,0.1263676148796499,False
43,0,2,2,0.9557386390300966,3.0,10.310856481481482,3.0,0,8.0,0.008333333333333333,2.0,1270.0,1622.0,0.1158720029173124,0.1479624396025161,False
10,1,2,2,0.6840384356390417,2.0,1.0122685185185185,2.0,0,6.0,88.22663194444443,2.0,472.0,863.0,0.0431175934366453,0.0787602552415679,False
1,0,1,1,0.0,1.0,0.7779050925925927,1.0,0,13.0,60.33828703703704,2.0,395.0,753.0,0.0431043866332861,0.0820724937411559,False
639,31,5,2,0.7274077684383337,13.0,542.4288078703704,13.0,0,12.0,0.065491452991453,4.0,1271.0,2353.0,0.1159314619030258,0.2145461173897193,False
15,0,1,1,0.7219280948873623,6.0,3.1808217592592594,13.0,0,38.0,7.671811342592593,1.0,9.0,93.0,0.0257731958762886,0.2422680412371134,False
1,1,1,1,0.0,1.0,0.9273148148148148,1.0,0,8.0,0.10716435185185186,2.0,1152.0,1200.0,0.1254761127434976,0.1306997497007291,False
4,9,1,1,0.0,2.0,0.8509143518518519,2.0,0,14.0,20.982997685185186,2.0,320.0,391.0,0.0349292709466811,0.0426550598476605,False
4,4,1,1,0.0,1.0,0.8509143518518519,1.0,0,15.0,3.047407407407407,2.0,213.0,217.0,0.9264069264069263,0.9437229437229436,False
0,1,1,1,0.0,1.0,0.8509143518518519,1.0,0,13.0,17.218483796296297,2.0,214.0,218.0,0.9267241379310344,0.9439655172413792,False
0,2,2,2,1.0,1.0,1.9282060185185186,1.0,0,6.0,5.187013888888889,2.0,909.0,1495.0,0.0964698399236722,0.158592176401993,False
1,4,1,1,0.0,2.0,0.8509143518518519,2.0,0,13.0,0.03946759259259259,2.0,215.0,219.0,0.927038626609442,0.944206008583691,False
2,1,1,1,0.0,1.0,0.8509027777777778,1.0,0,13.0,0.0022800925925925927,2.0,216.0,220.0,0.9273504273504274,0.9444444444444444,False
8,8,5,1,0.967132018086354,1.0,7.949675925925926,4.0,0,35.0,0.3330787037037037,1.0,187.0,1153.0,0.0204525674499564,0.1255439512619669,False
1,1,1,1,0.0,1.0,7.949675925925926,4.0,0,5.0,110.89244212962963,1.0,188.0,1154.0,0.0205591210703796,0.1256390732078755,False
4,4,3,1,0.9463946303571862,1.0,7.949675925925926,6.0,0,8.0,67.95316358024691,2.0,189.0,1534.0,0.0206656515118555,0.166956710898412,False
2,1,1,1,0.0,1.0,0.8659953703703703,14.0,0,15.0,28.349444444444444,3.0,190.0,1837.0,0.0207721587819467,0.1998912452419793,False
1,1,1,1,0.0,1.0,4.011284722222222,6.0,0,4.0,44.596550925925925,2.0,191.0,1462.0,0.0208786428882122,0.1590909090909091,False
10,7,1,1,0.0,1.0,7.949664351851852,4.0,0,20.0,19.462337962962962,1.0,192.0,1158.0,0.0209851038382081,0.1260193541372186,False
1,1,1,1,0.0,1.0,7.949664351851852,4.0,0,3.0,44.550879629629634,1.0,193.0,1159.0,0.0210915416394868,0.1261143726897151,False
5,7,1,1,0.0,2.0,400.7633333333333,2.0,0,22.0,3.484675925925926,2.0,551.0,1465.0,0.0600065224480921,0.1593651483856941,False
48,3,1,1,0.7522121733341474,4.0,0.892511574074074,13.0,0,24.0,0.06252314814814815,2.0,195.0,1209.0,0.0213043478260869,0.1315217391304347,False
215,226,18,3,0.7921978656301836,8.0,70.24287037037037,14.0,0,53.0,2.9070447530864194,1.0,385.0,2.0,0.0344181899242086,0.0002674988854213,True
12,2,2,2,0.9402859586706313,1.0,13.371145833333335,4.0,0,34.0,6.485260416666667,2.0,36.0,981.0,0.0033679228108501,0.0893864918987802,False
1,0,1,1,0.0,1.0,0.1399074074074074,1.0,0,7.0,11.112939814814816,2.0,354.0,735.0,0.0385743779202434,0.0799739215473215,False
8,2,1,1,0.0,2.0,21.879363425925927,3.0,0,8.0,0.2535763888888889,3.0,114.0,608.0,0.0284371909000989,0.150593471810089,False
1,0,1,1,0.0,1.0,0.3763888888888889,1.0,0,7.0,6.828622685185185,2.0,117.0,144.0,0.0128205128205128,0.0157540199913081,False
23,0,1,1,0.6097630879642212,5.0,2.2277662037037036,7.0,0,18.0,25.782002314814815,2.0,146.0,784.0,0.0159695817490494,0.0852797392721347,False
26,17,3,2,0.8287685014028592,1.0,0.9651967592592593,1.0,0,10.0,13.584496527777778,2.0,503.0,912.0,0.0458557001182785,0.0830679646983895,False
4,4,1,1,1.0,1.0,31.31318287037037,11.0,0,43.0,0.37484953703703705,1.0,196.0,1162.0,0.0213967633322472,0.1263169327685456,False
3,12,2,1,0.731208802620227,1.0,7.240474537037037,1.0,0,13.0,16.157689043209874,2.0,399.0,758.0,0.0434404865334491,0.0824283231972198,False
1,1,1,1,0.0,1.0,1.0969097222222222,3.0,0,1.0,52.9245949074074,1.0,17.0,28.0,0.0426540284360189,0.0687203791469194,False
185,10,3,1,0.932813950600726,5.0,72.42230324074073,25.0,0,7.0,11.178021885521884,2.0,0.0,895.0,0.000247157686604,0.2214532871972318,False
3,0,1,1,0.0,1.0,3.0166319444444447,6.0,0,38.0,4.957291666666666,5.0,222.0,1184.0,0.024215441416006,0.1286784667173417,False
9,11,1,1,0.0,1.0,0.19858796296296297,1.0,0,13.0,0.7841782407407408,2.0,217.0,221.0,0.9276595744680852,0.9446808510638298,False
0,2,1,1,0.0,1.0,0.19859953703703703,1.0,0,13.0,0.016620370370370372,2.0,218.0,222.0,0.9279661016949152,0.9449152542372882,False
67,58,1,1,0.0672215447583068,3.0,0.16771990740740741,5.0,0,4.0,4.070856481481481,1.0,129.0,219.0,0.5485232067510548,0.9282700421940928,False
16,24,1,1,0.0,1.0,0.19858796296296297,1.0,0,13.0,0.010787037037037038,2.0,220.0,224.0,0.9285714285714286,0.9453781512605042,False
10,0,1,1,0.5816718657178868,1.0,0.16121527777777778,1.0,0,8.0,14.746149691358022,2.0,131.0,225.0,0.5523012552301255,0.9456066945606696,True
35,8,1,1,0.0,2.0,1.6551273148148147,1.0,0,13.0,0.0071874999999999994,2.0,222.0,226.0,0.9291666666666668,0.9458333333333332,False
0,132,1,1,0.0,1.0,0.19858796296296297,2.0,0,2.0,196.44354166666668,3.0,22.0,24.0,0.4035087719298245,0.4385964912280701,False
6,6,2,2,0.6258145836939114,2.0,0.26863425925925927,6.0,0,39.0,33.7499675925926,2.0,10.0,116.0,0.0248868778280542,0.2647058823529412,False
14,22,1,1,0.5032583347756457,6.0,42.40157407407407,9.0,0,4.0,171.9221296296296,3.0,197.0,1387.0,0.0214983713355048,0.1507057546145494,False
0,7,1,1,0.9852281360342516,4.0,42.40157407407407,6.0,0,5.0,0.01113425925925926,2.0,198.0,1271.0,0.0216046031918358,0.1380957550754532,False
2,4,1,1,0.9182958340544896,4.0,45.440127314814816,5.0,0,5.0,0.0019675925925925924,2.0,199.0,1272.0,0.0217108119843682,0.1381893182805036,False
11,3,1,1,0.5916727785823275,4.0,69.72769675925926,14.0,0,5.0,0.005648148148148149,3.0,200.0,1454.0,0.0218169977206121,0.1579290133507001,False
9,9,1,1,0.6500224216483541,4.0,47.582256944444445,4.0,1,5.0,0.0007754629629629629,1.0,201.0,201.0,0.0219231604080746,0.0219231604080746,False
0,2,1,1,0.0,2.0,17.930416666666666,7.0,0,11.0,18.363969907407405,5.0,202.0,668.0,0.0220293000542593,0.0725990233315246,False
13,1,1,1,0.0,11.0,204.9737962962963,30.0,0,38.0,0.13190972222222222,2.0,11.0,128.0,0.0307692307692307,0.3307692307692307,False
23,22,2,2,0.6770046782707597,1.0,1.0408333333333333,2.0,0,15.0,13.19428047839506,3.0,215.0,398.0,0.0196327940374477,0.0362661334302854,False
44,17,4,2,0.8339294826327891,2.0,1.0546875,5.0,0,10.0,11.184750000000001,3.0,216.0,562.0,0.0197218940289012,0.0511678633100063,False
15,23,2,1,0.8692910451467636,1.0,0.823587962962963,1.0,0,26.0,2.0886689814814816,2.0,200.0,519.0,0.021805163809937,0.0564113690605337,False
